Event;Year;Location;Division;Name;Country;Place
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U18;William Cardoso;BRA;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U18;Ben Dunn;AUS;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Girls U18;Stephanie Gilmore;AUS;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Girls U18;Karina Petroni;USA;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Girls U18;Erica Housseini;USA;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Girls U18;Jessi Miley-Dyer;AUS;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U16;Matt Wilkinson;AUS;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U16;Julian Wilson;AUS;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U16;Joan Duru;FRA;
ISA World Junior Surfing Championship;2004;Papenoo, Tahiti;Boys U16;Tanner Gudauskas;USA;
ISA World Surfing Games;2004;Salinas, Ecuador;Team;Australia;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Team;Brazil;BRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Team;South Africa;ZAF;
ISA World Surfing Games;2004;Salinas, Ecuador;Team;Peru;PER;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Men;Hira Teriinatoofa;TAH;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Men;Teco Padaratz;BRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Men;Mark Richardson;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Men;Sean Holmes;ZAF;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Women;Sofia Mulanovich;PER;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Women;Julia Christian;USA;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Women;Andrea Lopes;BRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Women;Sheridan Shields;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Men;Andrew Lester;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Men;Yeray Martinez;ESP;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Men;Alvaro Padron;ESP;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Men;Nicolas Capdeville;FRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Women;Kira Llewellin;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Women;Neymara Carvalho;BRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Women;Marina Taylor;ESP;
ISA World Surfing Games;2004;Salinas, Ecuador;Bodyboard Women;Claire McGowan;GBR;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Longboard;Marcelo Freitas;BRA;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Longboard;Jason Ribbink;ZAF;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Longboard;Joshua Constable;AUS;
ISA World Surfing Games;2004;Salinas, Ecuador;Open Longboard;Antoine Delpero;FRA;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Team;Brazil;BRA;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Team;Australia;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Team;New Zealand;NZL;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Team;South Africa;ZAF;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U18;Ben Dunn;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U18;William Cardoso;BRA;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U18;Ola Eleogram;HAW;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U18;Leandro Bastos;BRA;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Girls U18;Jessie M.-Dyer;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Girls U18;Amanda Clegg;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Girls U18;Tory Titcomb;HAW;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Girls U18;Stephanie Gilmore;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U16;Jordy Smith;ZAF;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U16;Tim Wrench;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U16;Mitch Coleborn;AUS;
ISA World Junior Surfing Championship;2003;Durban, South Africa;Boys U16;Richard Christie;NZL;
ISA World Surfing Games;2002;Durban, South Africa;Team;South Africa;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Team;Australia;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Team;Brazil;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Team;France;FRA;
ISA World Surfing Games;2002;Durban, South Africa;Open Men;Travis Logie;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Open Men;Mark Bannister;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Open Men;Jihad Khodr;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Open Men;Bruno Moreira;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Open Women;Chelsea Georgeson;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Open Women;Pru Jeffries;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Open Women;Heather Clark;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Open Women;Marie Pierre Abgraal;FRA;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Men;Nicolas Capdeville;FRA;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Men;Emiliano Tabare;ARG;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Men;Phillip Rodrigues;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Men;Uri Valadão;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Women;Neymara Carvalho;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Women;Heloise Bourroux;FRA;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Women;Chiaky Okuyama;JPN;
ISA World Surfing Games;2002;Durban, South Africa;Bodyboard Women;Dora Gomes;PRT;
ISA World Surfing Games;2002;Durban, South Africa;Open Longboard;Marcelo Freitas;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Open Longboard;Kekoa Auwae;HAW;
ISA World Surfing Games;2002;Durban, South Africa;Open Longboard;Jason Ribbink;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Open Longboard;Justin Redman;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Junior;Warwick Wright;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Junior;Ricky Basnett;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Junior;Adriano de Souza;BRA;
ISA World Surfing Games;2002;Durban, South Africa;Junior;Travis Lynch;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Kneeboard;Kyle Bryant;AUS;
ISA World Surfing Games;2002;Durban, South Africa;Kneeboard;Gigs Celliers;ZAF;
ISA World Surfing Games;2002;Durban, South Africa;Kneeboard;Albert Munoz;USA;
ISA World Surfing Games;2002;Durban, South Africa;Kneeboard;Hamish Christopher;NZL;
ISA World Surfing Games;2000;Maracaipe, Brazil;Team;Brazil;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Team;Hawaii;HAW;
ISA World Surfing Games;2000;Maracaipe, Brazil;Team;Australia;AUS;
ISA World Surfing Games;2000;Maracaipe, Brazil;Team;South Africa;ZAF;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Men;Fábio Silva;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Men;Frederic Robin;FRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Men;Dane Beevor;AUS;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Men;Fábio Gouveia;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Women;Tita Tavares;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Women;Melanie Bartels;HAW;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Women;Sofia Mulanovich;PER;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Women;Alcione Silva;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Men;Guilherme Tamega;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Men;Oswald Hare;TAH;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Men;Gonçalo Faria;PRT;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Men;David Perez;SPA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Women;Karla Costa;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Women;Chasity Baltazar;HAW;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Women;Eunate Aguirre;SPA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Bodyboard Women;Kira Lyewellin;AUS;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Longboard;Marcelo Freitas;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Longboard;Noah Shimabukuro;HAW;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Longboard;David Simmons;AUS;
ISA World Surfing Games;2000;Maracaipe, Brazil;Open Longboard;Alexis Gazzo;FRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Junior;Joel Centeio;HAW;
ISA World Surfing Games;2000;Maracaipe, Brazil;Junior;Marcondes Rocha;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Junior;Bernardo Pigmeu;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Junior;André Silva;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Kneeboard;Sérgio Peixe;BRA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Kneeboard;Gigs Celliers;ZAF;
ISA World Surfing Games;2000;Maracaipe, Brazil;Kneeboard;Albert Munoz;USA;
ISA World Surfing Games;2000;Maracaipe, Brazil;Kneeboard;BaDNK Smith;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Team;Australia;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Team;Brazil;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Team;South Africa;ZAF;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Team;PRTtugal;PRT;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Men;Michael Campbell;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Men;Peterson Rosa;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Men;Sasha Stocker;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Men;Robbie Bain;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Women;Alcione Silva;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Women;Melanie Bartels;HAW;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Women;Yvonne Rogencamp;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Women;Emmanuelle Joly;FRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Men;Goncalo Faria;PRT;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Men;Michael Eppiestum;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Men;Alistair Taylor;ZAF;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Men;Nicholas Capdeville;FRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Women;Dora Gomes;PRT;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Women;Mariana Nogueira;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Women;Vicky Gleason;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Bodyboard Women;Nura Leal;USA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Longboard;Alexandre salazar;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Longboard;Jason Blewitt;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Longboard;Alan Burke;BAR;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Open Longboard;Craig Cuff;ZAF;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Junior;Dean Morrisson;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Junior;Tiago Pires;PRT;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Junior;Zane Harrisson;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Junior;Marcondes Rocha;BRA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Kneeboard;"Clinton ""Gigs"" Celliers";ZAF;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Kneeboard;Albert Munoz;USA;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Kneeboard;Jamie McHugh;AUS;
ISA World Surfing Games;1998;Lisboa, PRTtugal;Kneeboard;Sergio Peixe;BRA;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Team;Brazil;BRA;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Team;Ireland;IRE;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Team;Australia;AUS;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Team;United States;USA;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Open Men;Carlos Burle;BRA;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Open Men;Tony Ray;AUS;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Open Men;Terrence McNulty;IRE;
ISA Big Wave World Championship;1998;Todos Santos, Mexico;Open Men;Joe McNulty;IRE;
ISA World Surfing Games;1996;Huntington Beach, CA;Team;USA;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Team;Brazil;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Team;Australia;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Team;Hawaii;HAW;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Men;Taylor Knox;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Men;Victor Ribas;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Men;Todd Prestage;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Men;Shane Beschen;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Women;Neridah Falconer;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Women;Tita Tavares;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Women;Jacqueline Silva;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Women;Melanie Bartels;HAW;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Men;Guilherme Tamega;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Men;N. Stephenson;ZAF;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Men;Steve McKenzie;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Men;Luiz Benitez;PRC;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Women;Daniela Freitas;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Women;Dora Gomes;PRT;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Women;Mady Slater;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Bodyboard Women;Aoi Koike;JPN;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Longboard;Geoff Moysa;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Longboard;Jason Blewitt;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Longboard;Marcelo Freitas;BRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Open Longboard;Alexis Gazzo;FRA;
ISA World Surfing Games;1996;Huntington Beach, CA;Junior;Ben Burgeois;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Junior;Taj Burrow;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Junior;Damien Hobgood;USA;
ISA World Surfing Games;1996;Huntington Beach, CA;Junior;Troy Brooks;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Kneeboard;Gigs Celliers;ZAF;
ISA World Surfing Games;1996;Huntington Beach, CA;Kneeboard;Craig Ashdown;AUS;
ISA World Surfing Games;1996;Huntington Beach, CA;Kneeboard;David Shimbara;HAW;
ISA World Surfing Games;1996;Huntington Beach, CA;Kneeboard;Sergio Peixe;BRA;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Team;Australia;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Team;USA;USA;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Team;South Africa;ZAF;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Team;Indonesia;INA;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U18;Mitch Dawkins;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U18;Byron Howarts;ZAF;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U18;Beau Emmerton;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U18;Rizal Tandjung;IND;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U16;Michael Lowe;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U16;Daniel Kereopa;NZL;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U16;David Dixon;USA;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Boys U16;Troy Tecklenburg;USA;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Girls U18;Melanie Redman;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Girls U18;Chantelle Ryan;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Girls U18;Kylie Mercer;AUS;
ISA World Junior Surfing Championship;1995;Kuta Beach, Bali;Girls U18;Yvonne Rogencamp;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Team;Australia;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Team;Brazil;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Team;Hawaii;HAW;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Team;South Africa;ZAF;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Men;Sasha Stocker;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Men;Charles Cardoso;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Men;Shawn Sutton;HAW;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Men;Quintin Jones;ZAF;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Women;Alessandra Vieira;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Women;Keala Kennely;HAW;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Women;Tita Tavares;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Women;Emmanuele Joly;FRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Bodyboard Men;Jefferson Anute;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Bodyboard Men;Nicholas Capdeville;FRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Bodyboard Men;Dave Ballard;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Bodyboard Men;Frank Sykes;ZAF;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Longboard;Michel Demont;TAH;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Longboard;LynDNK Kennings;NZL;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Longboard;Bill Curry;USA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Open Longboard;Bruce Jackson;ZAF;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Junior;Kalani Robb;HAW;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Junior;Luke Hitchins;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Junior;Neco Padaratz;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Junior;Cory Lopez;USA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Kneeboard;Gigs Celliers;ZAF;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Kneeboard;Gaven Coleman;AUS;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Kneeboard;William Grutter;BRA;
ISA World Surfing Games;1994;Rio de Janeiro, Brazil;Kneeboard;Greg Bell;NZL;
ISA World Surfing Games;1992;Lacanau, France;Team;Australia;AUS;
ISA World Surfing Games;1992;Lacanau, France;Team;USA;USA;
ISA World Surfing Games;1992;Lacanau, France;Team;Brazil;BRA;
ISA World Surfing Games;1992;Lacanau, France;Team;South Africa;ZAF;
ISA World Surfing Games;1992;Lacanau, France;Open Men;Grant Frost;AUS;
ISA World Surfing Games;1992;Lacanau, France;Open Men;Carl Roux;ZAF;
ISA World Surfing Games;1992;Lacanau, France;Open Men;BrenDNK Margieson;AUS;
ISA World Surfing Games;1992;Lacanau, France;Open Men;Mark Phipps;AUS;
ISA World Surfing Games;1992;Lacanau, France;Open Women;Lyn Mackenzie;AUS;
ISA World Surfing Games;1992;Lacanau, France;Open Women;Anne-Gaelle Horarau;FRA;
ISA World Surfing Games;1992;Lacanau, France;Open Women;Sandy DryDNK;AUS;
ISA World Surfing Games;1992;Lacanau, France;Open Women;Patricia Rossi;TAH;
